raw: 温格的球队终于又踢了一场经典的比赛，2比1战胜曼联之后枪手仍然留在了夺冠集团之内，
这 O O
个 O O
曾 O O
因 O O
开 O O
发 O O
《 B-gam B-gam
帝 I-gam I-gam
国 I-gam I-gam
时 I-gam I-gam
代 I-gam I-gam
》 I-gam I-gam
系 O O
列 O O
而 O O
闻 O O
名 O O
的 O O
游 O O
戏 O O
小 O O
组 O O
将 O O
被 O O
重 O O
新 O O
编 O O
入 O O
微 B-com O
软 I-com O
其 O O
他 O O
的 O O
工 O O
作 O O
室 O O
， O O


raw: 全战开发商新作《风暴骤起》已上市
sen pred gold
全 O O
战 O O
开 O B-pos
发 O I-pos
商 O I-pos
新 O O
作 O O
《 B-gam B-gam
风 I-gam I-gam
暴 I-gam I-gam
骤 I-gam I-gam
起 I-gam I-gam
》 I-gam I-gam
已 O O
上 O O
市 O O


raw: 上个月，美国财政部在7000亿美元问题资产救助计划（tarp）
sen pred gold
上 O O
个 O O
月 O O
， O O
美 B-gov B-gov
国 I-gov I-gov
财 I-gov I-gov
政 I-gov I-gov
部 I-gov I-gov
在 O O
7 O O
0 O O
0 O O
0 O O
亿 O O
美 O O
元 O O
问 O O
题 O O
资 O O
产 O O
救 O O
助 O O
计 O O
划 O O
（ O O
t O B-org
a O I-org
r O I-org
p O I-org
） O O


raw: 日头将依旧东起西落,书红书绿,寒交暑,昼替夜,聚复散,谁没有了谁不行。匡匡《时有女子》
sen pred gold
日 O O
头 O O
将 O O
依 O O
旧 O O
东 O O
起 O O
西 O O
落 O O
, O O
书 O O
红 O O
书 O O
绿 O O
, O O
寒 O O
交 O O
暑 O O
, O O
昼 O O
替 O O
夜 O O
, O O
聚 O O
复 O O
散 O O
, O O
谁 O O
没 O O
有 O O
了 O O
谁 O O
不 O O
行 O O
。 O O
匡 B-nam O
匡 I-nam O
《 B-boo B-boo
时 I-boo I-boo
有 I-boo I-boo
女 I-boo I-boo
子 I-boo I-boo
》 I-boo I-boo


raw: 面对这一现实，前段时间住建部表态：在经济适用房这件事上，允许地方政府因地制宜、
sen pred gold
面 O O
对 O O
这 O O
一 O O
现 O O
实 O O
， O O
前 O O
段 O O
时 O O
间 O O
住 B-gov B-pos
建 I-gov I-pos
部 I-gov I-pos
表 O O
态 O O
： O O
在 O O
经 O O
济 O O
适 O O
用 O O
房 O O
这 O O
件 O O
事 O O
上 O O
， O O
允 O O
许 O O
地 B-gov O
方 I-gov O
政 I-gov O
府 I-gov O
因 O O
地 O O
制 O O
宜 O O
、 O O


raw: 笔山路区域。
sen pred gold
笔 B-add B-add
山 I-add I-add
路 I-add I-add
区 I-add O
域 I-add O
。 O O


raw: 而大满贯荣誉选手，有世界DotA第一人之称的，现任EHOME俱乐部DOTA分部队长，
sen pred gold
而 O O
大 O O
满 O O
贯 O O
荣 O O
誉 O O
选 O O
手 O O
， O O
有 O O
世 O O
界 O O
d B-gam B-gam
o I-gam I-gam
t I-gam I-gam
a I-gam I-gam
第 O O
一 O O
人 O O
之 O O
称 O O
的 O O
， O O
现 O O
任 O O
e B-org B-org
h I-org I-org
o I-org I-org
m I-org I-org
e I-org I-org
俱 I-org I-org
乐 I-org I-org
部 I-org I-org
d B-gam I-org
o I-gam I-org
t I-gam I-org
a I-gam I-org
分 O I-org
部 O I-org
队 B-pos B-pos
长 I-pos I-pos
， O O


raw: 新华网快讯：石油输出国组织（欧佩克）部长级会议17日决定维持目前原油产量不变。
sen pred gold
新 B-com B-boo
华 I-com I-boo
网 I-com I-boo
快 O O
讯 O O
： O O
石 B-org B-org
油 I-org I-org
输 I-org I-org
出 I-org I-org
国 I-org I-org
组 I-org I-org
织 I-org I-org
（ I-org O
欧 I-org B-org
佩 I-org I-org
克 I-org I-org
） O O
部 B-pos B-pos
长 I-pos I-pos
级 O O
会 O O
议 O O
1 O O
7 O O
日 O O
决 O O
定 O O
维 O O
持 O O
目 O O
前 O O
原 O O
油 O O
产 O O
量 O O
不 O O
变 O O
。 O O


raw: “俄罗斯方块”和“大富翁”，另一款手机游戏“钻石迷情”也将在下个月发布。
sen pred gold
[UNK] B-gam O
俄 I-gam B-gam
罗 I-gam I-gam
斯 I-gam I-gam
方 I-gam I-gam
块 I-gam I-gam
[UNK] O O
和 O O
[UNK] O O
大 B-gam B-gam
富 I-gam I-gam
翁 I-gam I-gam
[UNK] I-gam O
， O O
另 O O
一 O O
款 O O
手 O O
机 O O
游 O O
戏 O O
[UNK] O O
钻 B-gam B-gam
石 I-gam I-gam
迷 I-gam I-gam
情 I-gam I-gam
[UNK] O O
也 O O
将 O O
在 O O
下 O O
个 O O
月 O O
发 O O
布 O O
。 O O


raw: 炮台山路易港城区的最高点，在这里能俯瞰这个路易港，炮台山座山面海，上去后正对大海，
sen pred gold
炮 B-add B-sce
台 I-add I-sce
山 I-add I-sce
路 I-add B-add
易 I-add I-add
港 I-add I-add
城 I-add I-add
区 I-add I-add
的 O O
最 O O
高 O O
点 O O
， O O
在 O O
这 O O
里 O O
能 O O
俯 O O
瞰 O O
这 O O
个 O O
路 B-sce B-add
易 I-sce I-add
港 I-sce I-add
， O O
炮 B-sce B-sce
台 I-sce I-sce
山 I-sce I-sce
座 O O
山 O O
面 O O
海 O O
， O O
上 O O
去 O O
后 O O
正 O O
对 O O
大 O O
海 O O
， O O


raw: 充沛的体能和团队精神，仍是希洪的优势。贝蒂斯近况开始好转，近5轮4胜1负。
sen pred gold
充 O O
沛 O O
的 O O
体 O O
能 O O
和 O O
团 O O
队 O O
精 O O
神 O O
， O O
仍 O O
是 O O
希 B-org B-add
洪 I-org I-add
的 O O
优 O O
势 O O
。 O O
贝 B-nam B-org
蒂 I-nam I-org
斯 I-nam I-org
近 O O
况 O O
开 O O
始 O O
好 O O
转 O O
， O O
近 O O
5 O O
轮 O O
4 O O
胜 O O
1 O O
负 O O
。 O O


raw: 5771695093义利相生拉《淮南子齐俗训》里记载了这么一个故事:子路和子贡都是孔子的学生,
sen pred gold
5 O O
7 O O
7 O O
1 O O
6 O O
9 O O
5 O O
0 O O
9 O O
3 O O
义 O O
利 O O
相 O O
生 O O
拉 O O
《 B-boo B-boo
淮 I-boo I-boo
南 I-boo I-boo
子 I-boo I-boo
齐 I-boo I-boo
俗 I-boo I-boo
训 I-boo I-boo
》 I-boo I-boo
里 O O
记 O O
载 O O
了 O O
这 O O
么 O O
一 O O
个 O O
故 O O
事 O O
: O O
子 B-nam B-nam
路 I-nam I-nam
和 O O
子 B-nam B-nam
贡 I-nam I-nam
都 O O
是 O O
孔 B-nam B-nam
子 I-nam I-nam
的 O O
学 B-pos O
生 I-pos O
, O O


raw: 特别是美军要出动它的战略空军把参演的步兵及装备从夏威夷空运到七千多公里外的印度中北部地区，
sen pred gold
特 O O
别 O O
是 O O
美 B-gov B-gov
军 I-gov I-gov
要 O O
出 O O
动 O O
它 O O
的 O O
战 O B-gov
略 O I-gov
空 B-gov I-gov
军 I-gov I-gov
把 O O
参 O O
演 O O
的 O O
步 O B-pos
兵 O I-pos
及 O O
装 O O
备 O O
从 O O
夏 B-add B-add
威 I-add I-add
夷 I-add I-add
空 O O
运 O O
到 O O
七 O O
千 O O
多 O O
公 O O
里 O O
外 O O
的 O O
印 B-add B-add
度 I-add I-add
中 I-add I-add
北 I-add I-add
部 I-add I-add
地 I-add I-add
区 I-add I-add
， O O


raw: 然而，银行理财师提醒，信用卡免息分期还款并不是免费的午餐，其手续费率可能比同期贷款利率要高，
sen pred gold
然 O O
而 O O
， O O
银 O B-pos
行 O I-pos
理 B-pos I-pos
财 I-pos I-pos
师 I-pos I-pos
提 O O
醒 O O
， O O
信 O O
用 O O
卡 O O
免 O O
息 O O
分 O O
期 O O
还 O O
款 O O
并 O O
不 O O
是 O O
免 O O
费 O O
的 O O
午 O O
餐 O O
， O O
其 O O
手 O O
续 O O
费 O O
率 O O
可 O O
能 O O
比 O O
同 O O
期 O O
贷 O O
款 O O
利 O O
率 O O
要 O O
高 O O
， O O


raw: 夫子庙一家红木家具店的负责人姚先生告诉记者，红木家具出货量本身就不会很大，
sen pred gold
夫 B-add B-add
子 I-add I-add
庙 I-add I-add
一 O I-add
家 O I-add
红 O I-add
木 O I-add
家 O I-add
具 O I-add
店 O I-add
的 O O
负 B-pos B-pos
责 I-pos I-pos
人 I-pos I-pos
姚 O O
先 O O
生 O O
告 O O
诉 O O
记 B-pos B-pos
者 I-pos I-pos
， O O
红 O O
木 O O
家 O O
具 O O
出 O O
货 O O
量 O O
本 O O
身 O O
就 O O
不 O O
会 O O
很 O O
大 O O
， O O


raw: 中国社科院金融研究所副研究员尹中立对本报记者表示，“从6月份开始，人民币兑美元的价格一直稳定在6.
sen pred gold
中 B-gov B-org
国 I-gov I-org
社 I-gov I-org
科 I-gov I-org
院 I-gov I-org
金 I-gov I-org
融 I-gov I-org
研 I-gov I-org
究 I-gov I-org
所 I-gov I-org
副 B-pos B-pos
研 I-pos I-pos
究 I-pos I-pos
员 I-pos I-pos
尹 B-nam B-nam
中 I-nam I-nam
立 I-nam I-nam
对 O O
本 O O
报 O O
记 B-pos B-pos
者 I-pos I-pos
表 O O
示 O O
， O O
[UNK] O O
从 O O
6 O O
月 O O
份 O O
开 O O
始 O O
， O O
人 O O
民 O O
币 O O
兑 O O
美 O O
元 O O
的 O O
价 O O
格 O O
一 O O
直 O O
稳 O O
定 O O
在 O O
6 O O
. O O


raw: 今天上午九点，记者在南京西路20路车站旁的某大型国有银行看到还在申请放贷优惠业务的市民王先生。
sen pred gold
今 O O
天 O O
上 O O
午 O O
九 O O
点 O O
， O O
记 B-pos B-pos
者 I-pos I-pos
在 O O
南 B-add B-add
京 I-add I-add
西 I-add I-add
路 I-add I-add
2 I-add I-add
0 I-add I-add
路 I-add I-add
车 I-add I-add
站 I-add I-add
旁 O I-add
的 O O
某 O O
大 O O
型 O O
国 O O
有 O O
银 O O
行 O O
看 O O
到 O O
还 O O
在 O O
申 O O
请 O O
放 O O
贷 O O
优 O O
惠 O O
业 O O
务 O O
的 O O
市 O O
民 O O
王 O O
先 O O
生 O O
。 O O


raw: 我提前到达了比赛场地，就在金融街地下一层的大厅中间，周末的这个时间购物中心略显冷清，
sen pred gold
我 O O
提 O O
前 O O
到 O O
达 O O
了 O O
比 O O
赛 O O
场 O O
地 O O
， O O
就 O O
在 O O
金 B-add B-add
融 I-add I-add
街 I-add I-add
地 I-add I-add
下 I-add I-add
一 I-add I-add
层 I-add I-add
的 O O
大 O O
厅 O O
中 O O
间 O O
， O O
周 O O
末 O O
的 O O
这 O O
个 O O
时 O O
间 O O
购 B-add O
物 I-add O
中 I-add O
心 I-add O
略 O O
显 O O
冷 O O
清 O O
， O O


raw: 来看，主创者已经熟知内地观众所关注的元素，并比较到位的将这些元素穿插在作品里，如《画皮》
sen pred gold
来 O O
看 O O
， O O
主 O B-pos
创 O I-pos
者 O I-pos
已 O O
经 O O
熟 O O
知 O O
内 O O
地 O O
观 O O
众 O O
所 O O
关 O O
注 O O
的 O O
元 O O
素 O O
， O O
并 O O
比 O O
较 O O
到 O O
位 O O
的 O O
将 O O
这 O O
些 O O
元 O O
素 O O
穿 O O
插 O O
在 O O
作 O O
品 O O
里 O O
， O O
如 O O
《 B-mov B-mov
画 I-mov I-mov
皮 I-mov I-mov
》 I-mov I-mov


raw: 在磁器口横街和幸福街上，满街的文艺小店让你误以为来到了大理或是丽江，
sen pred gold
在 O O
磁 B-add B-add
器 I-add I-add
口 I-add I-add
横 I-add I-add
街 I-add I-add
和 O O
幸 B-add B-add
福 I-add I-add
街 I-add I-add
上 O O
， O O
满 O O
街 O O
的 O O
文 O O
艺 O O
小 O O
店 O O
让 O O
你 O O
误 O O
以 O O
为 O O
来 O O
到 O O
了 O O
大 B-add B-sce
理 I-add I-sce
或 O O
是 O O
丽 B-add B-sce
江 I-add I-sce
， O O


raw: 该计划由清华大学心理学系和北京纽瀚斯心理机构共同策划执行，由清华大学心理学系副主任、博士生导师，
sen pred gold
该 O O
计 O O
划 O O
由 O O
清 B-org B-org
华 I-org I-org
大 I-org I-org
学 I-org I-org
心 I-org I-org
理 I-org I-org
学 I-org I-org
系 I-org I-org
和 O O
北 B-org B-org
京 I-org I-org
纽 I-org I-org
瀚 I-org I-org
斯 I-org I-org
心 I-org I-org
理 I-org I-org
机 I-org I-org
构 I-org I-org
共 O O
同 O O
策 O O
划 O O
执 O O
行 O O
， O O
由 O O
清 B-org B-org
华 I-org I-org
大 I-org I-org
学 I-org I-org
心 B-pos I-org
理 I-pos I-org
学 I-pos I-org
系 I-pos I-org
副 B-pos B-pos
主 I-pos I-pos
任 I-pos I-pos
、 O O
博 B-pos B-pos
士 I-pos I-pos
生 I-pos I-pos
导 I-pos I-pos
师 I-pos I-pos
， O O


raw: 从目前发展状况来看，南城行动计划确实给房山区带来了翻天覆地的变化：北京石化新材料科技产业基地（
sen pred gold
从 O O
目 O O
前 O O
发 O O
展 O O
状 O O
况 O O
来 O O
看 O O
， O O
南 O O
城 O O
行 O O
动 O O
计 O O
划 O O
确 O O
实 O O
给 O O
房 B-add B-add
山 I-add I-add
区 I-add I-add
带 O O
来 O O
了 O O
翻 O O
天 O O
覆 O O
地 O O
的 O O
变 O O
化 O O
： O O
北 B-add B-add
京 I-add I-add
石 I-add I-add
化 I-add I-add
新 I-add I-add
材 I-add I-add
料 I-add I-add
科 I-add I-add
技 I-add I-add
产 I-add I-add
业 I-add I-add
基 I-add I-add
地 I-add I-add
（ O I-add


raw: 奥斯卡战线同样喧嚣：威尼斯电影节的“无冕之王”《赎罪》（atonement）、罗马电影节的最佳影片《
sen pred gold
奥 B-org B-org
斯 O I-org
卡 O I-org
战 O I-org
线 O I-org
同 O O
样 O O
喧 O O
嚣 O O
： O O
威 B-add B-org
尼 O I-org
斯 O I-org
电 O I-org
影 O I-org
节 O I-org
的 O O
[UNK] O O
无 O O
冕 O O
之 O O
王 O O
[UNK] O O
《 B-mov B-mov
赎 I-mov I-mov
罪 I-mov I-mov
》 I-mov I-mov
（ O I-mov
a B-mov I-mov
t I-mov I-mov
o I-mov I-mov
n I-mov I-mov
e I-mov I-mov
m I-mov I-mov
e I-mov I-mov
n I-mov I-mov
t I-mov I-mov
） O I-mov
、 O O
罗 O B-org
马 O I-org
电 O I-org
影 O I-org
节 O I-org
的 O O
最 O O
佳 O O
影 O O
片 O O
《 O O


raw: 宁波市政府相关负责人介绍，在资源整合中，宁波金融ic卡试点采取了政府主导、市场化运作的手段：
sen pred gold
宁 B-gov B-gov
波 I-gov I-gov
市 I-gov I-gov
政 I-gov I-gov
府 I-gov I-gov
相 O O
关 O O
负 B-pos O
责 I-pos O
人 I-pos O
介 O O
绍 O O
， O O
在 O O
资 O O
源 O O
整 O O
合 O O
中 O O
， O O
宁 O B-com
波 O I-com
金 O I-com
融 O I-com
i O O
c O O
卡 O O
试 O O
点 O O
采 O O
取 O O
了 O O
政 O O
府 O O
主 O O
导 O O
、 O O
市 O O
场 O O
化 O O
运 O O
作 O O
的 O O
手 O O
段 O O
： O O


raw: 以切实保护自己的合法利益不受伤害。华谊兄弟首席法律顾问孙健红称，盗版对《唐山大地震》
sen pred gold
以 O O
切 O O
实 O O
保 O O
护 O O
自 O O
己 O O
的 O O
合 O O
法 O O
利 O O
益 O O
不 O O
受 O O
伤 O O
害 O O
。 O O
华 B-com B-com
谊 I-com I-com
兄 I-com I-com
弟 I-com I-com
首 B-pos O
席 I-pos O
法 I-pos B-pos
律 I-pos I-pos
顾 I-pos I-pos
问 I-pos I-pos
孙 B-nam B-nam
健 I-nam I-nam
红 I-nam I-nam
称 O O
， O O
盗 O O
版 O O
对 O O
《 B-mov B-mov
唐 I-mov I-mov
山 I-mov I-mov
大 I-mov I-mov
地 I-mov I-mov
震 I-mov I-mov
》 I-mov I-mov


raw: 记者了解到，像吴敏这样的信用卡推销员，几乎包括各家银行，他们每天出入于城市的各幢写字楼中间，
sen pred gold
记 B-pos B-pos
者 I-pos I-pos
了 O O
解 O O
到 O O
， O O
像 O O
吴 B-nam B-nam
敏 I-nam I-nam
这 O O
样 O O
的 O O
信 B-pos O
用 I-pos O
卡 I-pos O
推 B-pos B-pos
销 I-pos I-pos
员 I-pos I-pos
， O O
几 O O
乎 O O
包 O O
括 O O
各 O O
家 O O
银 O O
行 O O
， O O
他 O O
们 O O
每 O O
天 O O
出 O O
入 O O
于 O O
城 O O
市 O O
的 O O
各 O O
幢 O O
写 O O
字 O O
楼 O O
中 O O
间 O O
， O O


raw: 8月2日，上海市规划局公布55号土地出让公告，出让松江大型居住社区泗泾基地a地块。
sen pred gold
8 O O
月 O O
2 O O
日 O O
， O O
上 B-gov B-gov
海 I-gov I-gov
市 I-gov I-gov
规 I-gov I-gov
划 I-gov I-gov
局 I-gov I-gov
公 O O
布 O O
5 O O
5 O O
号 O O
土 O O
地 O O
出 O O
让 O O
公 O O
告 O O
， O O
出 O O
让 O O
松 B-add B-add
江 I-add I-add
大 I-add I-add
型 I-add I-add
居 I-add I-add
住 I-add I-add
社 I-add I-add
区 I-add I-add
泗 I-add I-add
泾 I-add I-add
基 I-add I-add
地 I-add I-add
a I-add I-add
地 O I-add
块 O I-add
。 O O


raw: 古巴正规武装部队、内政部所属部队及民兵指挥机构将参加演习。
sen pred gold
古 B-gov B-gov
巴 I-gov I-gov
正 I-gov I-gov
规 I-gov I-gov
武 I-gov I-gov
装 I-gov I-gov
部 I-gov I-gov
队 I-gov I-gov
、 O O
内 B-gov B-gov
政 I-gov I-gov
部 I-gov I-gov
所 O I-gov
属 O I-gov
部 O I-gov
队 O I-gov
及 O O
民 B-gov B-gov
兵 I-gov I-gov
指 I-gov I-gov
挥 I-gov I-gov
机 I-gov I-gov
构 I-gov I-gov
将 O O
参 O O
加 O O
演 O O
习 O O
。 O O


raw: 梦幻西游三全部直播说学逗唱颜值爆表打书火颜值主播换一批娱乐星秀天生尤物-1666-
sen pred gold
梦 B-gam B-gam
幻 I-gam I-gam
西 I-gam I-gam
游 I-gam I-gam
三 I-gam O
全 O O
部 O O
直 O O
播 O O
说 O O
学 O O
逗 O O
唱 O O
颜 O O
值 O O
爆 O O
表 O O
打 O O
书 O O
火 O O
颜 O O
值 O O
主 B-pos B-pos
播 I-pos I-pos
换 O O
一 O O
批 O O
娱 O O
乐 O O
星 O O
秀 O O
天 O O
生 O O
尤 O O
物 O O
- O O
1 O O
6 O O
6 O O
6 O O
- O O


raw: 藏家开始热切收藏她的作品。moma、泰特现代、赫什霍恩博物馆也将她的作品永久收藏。2009年，
sen pred gold
藏 B-pos O
家 I-pos O
开 O O
始 O O
热 O O
切 O O
收 O O
藏 O O
她 O O
的 O O
作 O O
品 O O
。 O O
m B-sce B-sce
o I-sce I-sce
m I-sce I-sce
a I-sce I-sce
、 O O
泰 B-sce B-sce
特 I-sce I-sce
现 I-sce I-sce
代 I-sce I-sce
、 O O
赫 B-sce B-sce
什 I-sce I-sce
霍 I-sce I-sce
恩 I-sce I-sce
博 I-sce I-sce
物 I-sce I-sce
馆 I-sce I-sce
也 O O
将 O O
她 O O
的 O O
作 O O
品 O O
永 O O
久 O O
收 O O
藏 O O
。 O O
2 O O
0 O O
0 O O
9 O O
年 O O
， O O


raw: 全国人大常委会在2008年把消费者权益保护法修改工作列为5年立法规划项目之一。
sen pred gold
全 B-gov B-gov
国 I-gov I-gov
人 I-gov I-gov
大 I-gov I-gov
常 I-gov I-gov
委 I-gov I-gov
会 I-gov I-gov
在 O O
2 O O
0 O O
0 O O
8 O O
年 O O
把 O O
消 O B-boo
费 O I-boo
者 O I-boo
权 O I-boo
益 O I-boo
保 O I-boo
护 O I-boo
法 O I-boo
修 O O
改 O O
工 O O
作 O O
列 O O
为 O O
5 O O
年 O O
立 O O
法 O O
规 O O
划 O O
项 O O
目 O O
之 O O
一 O O
。 O O


raw: 《汽车驾驶员》原本是派拉蒙公司的一部电影，由好莱坞动作影星文迪索尔(Vin
sen pred gold
《 B-mov B-mov
汽 I-mov I-mov
车 I-mov I-mov
驾 I-mov I-mov
驶 I-mov I-mov
员 I-mov I-mov
》 I-mov I-mov
原 O O
本 O O
是 O O
派 B-com B-com
拉 I-com I-com
蒙 I-com I-com
公 I-com I-com
司 I-com I-com
的 O O
一 O O
部 O O
电 O O
影 O O
， O O
由 O O
好 B-add B-add
莱 I-add I-add
坞 I-add I-add
动 O B-pos
作 O I-pos
影 B-pos I-pos
星 I-pos I-pos
文 B-nam B-nam
迪 I-nam I-nam
索 I-nam I-nam
尔 I-nam I-nam
( B-nam O
v B-nam O
i I-nam O
n I-nam O


raw: 大破“森林发夹弯”的赛道记录，无奈势单力薄，橘子熊以7：3拿下KR的胜利，
sen pred gold
大 O O
破 O O
[UNK] O O
森 O O
林 O O
发 O O
夹 O O
弯 O O
[UNK] O O
的 O O
赛 O O
道 O O
记 O O
录 O O
， O O
无 O O
奈 O O
势 O O
单 O O
力 O O
薄 O O
， O O
橘 B-org B-org
子 I-org I-org
熊 I-org I-org
以 O O
7 O O
： O O
3 O O
拿 O O
下 O O
k B-org O
r I-org O
的 O O
胜 O O
利 O O
， O O


raw: 网络版《大航海时代online》与2004年登场于pc，资料片“南十字星”更新后，
sen pred gold
网 O O
络 O O
版 O O
《 B-mov B-gam
大 I-mov I-gam
航 I-mov I-gam
海 I-mov I-gam
时 I-mov I-gam
代 I-mov I-gam
o I-mov I-gam
n I-mov I-gam
l I-mov I-gam
i I-mov I-gam
n I-mov I-gam
e I-mov I-gam
》 I-mov I-gam
与 O O
2 O O
0 O O
0 O O
4 O O
年 O O
登 O O
场 O O
于 O O
p O O
c O O
， O O
资 O O
料 O O
片 O O
[UNK] O O
南 B-mov O
十 I-mov O
字 I-mov O
星 I-mov O
[UNK] O O
更 O O
新 O O
后 O O
， O O


raw: “最关键的还是配套设施的建设。”叶老桂对新业务如此简明扼要地评论。叶老桂介绍，
sen pred gold
[UNK] O O
最 O O
关 O O
键 O O
的 O O
还 O O
是 O O
配 O O
套 O O
设 O O
施 O O
的 O O
建 O O
设 O O
。 O O
[UNK] O O
叶 O B-nam
老 O I-nam
桂 O I-nam
对 O O
新 O O
业 O O
务 O O
如 O O
此 O O
简 O O
明 O O
扼 O O
要 O O
地 O O
评 O O
论 O O
。 O O
叶 O B-nam
老 O I-nam
桂 O I-nam
介 O O
绍 O O
， O O


raw: 序后孔继尧之沧浪亭名贤祠图人物均绘刻上乘，神采涣人，为古人版图书中不多见之品。
sen pred gold
序 O O
后 O O
孔 B-nam B-nam
继 I-nam I-nam
尧 I-nam I-nam
之 O O
沧 B-sce B-boo
浪 I-sce I-boo
亭 I-sce I-boo
名 I-sce I-boo
贤 I-sce I-boo
祠 I-sce I-boo
图 O I-boo
人 O O
物 O O
均 O O
绘 O O
刻 O O
上 O O
乘 O O
， O O
神 O O
采 O O
涣 O O
人 O O
， O O
为 O O
古 O O
人 O O
版 O O
图 O O
书 O O
中 O O
不 O O
多 O O
见 O O
之 O O
品 O O
。 O O


raw: 就会到达塔州极具盛名的酿酒窖地塔玛谷tamarvalley。
sen pred gold
就 O O
会 O O
到 O O
达 O B-add
塔 B-add I-add
州 I-add I-add
极 O O
具 O O
盛 O O
名 O O
的 O O
酿 O O
酒 O O
窖 O O
地 O O
塔 B-add B-add
玛 I-add I-add
谷 I-add I-add
t I-add I-add
a I-add I-add
m I-add I-add
a I-add I-add
r I-add I-add
v I-add I-add
a I-add I-add
l I-add I-add
l I-add I-add
e I-add I-add
y I-add I-add
。 O O


raw: 仍甩出排名第二的《IQ84Book3》80万册之多，正所谓不可逾越之堑。67亿世界人口，
sen pred gold
仍 O O
甩 O O
出 O O
排 O O
名 O O
第 O O
二 O O
的 O O
《 B-gam B-boo
i I-gam I-boo
q I-gam I-boo
8 I-gam I-boo
4 I-gam I-boo
b I-gam I-boo
o I-gam I-boo
o I-gam I-boo
k I-gam I-boo
3 I-gam I-boo
》 I-gam I-boo
8 O O
0 O O
万 O O
册 O O
之 O O
多 O O
， O O
正 O O
所 O O
谓 O O
不 O O
可 O O
逾 O O
越 O O
之 O O
堑 O O
。 O O
6 O O
7 O O
亿 O O
世 O O
界 O O
人 O O
口 O O
， O O


raw: 其中多为斗牛士或南部塞维利亚女郎。
sen pred gold
其 O O
中 O O
多 O O
为 O O
斗 O B-pos
牛 O I-pos
士 O I-pos
或 O O
南 O O
部 O O
塞 O B-add
维 O I-add
利 O I-add
亚 O I-add
女 O O
郎 O O
。 O O


raw: 竹岛是西哈努克外海域的一个离岛，这个小岛未经开发，整体环境非常的原生态，浅滩的水位刚好没过脚面，
sen pred gold
竹 B-sce B-sce
岛 I-sce I-sce
是 O O
西 B-add B-add
哈 I-add I-add
努 I-add I-add
克 I-add I-add
外 I-add O
海 I-add O
域 I-add O
的 O O
一 O O
个 O O
离 O O
岛 O O
， O O
这 O O
个 O O
小 O O
岛 O O
未 O O
经 O O
开 O O
发 O O
， O O
整 O O
体 O O
环 O O
境 O O
非 O O
常 O O
的 O O
原 O O
生 O O
态 O O
， O O
浅 O O
滩 O O
的 O O
水 O O
位 O O
刚 O O
好 O O
没 O O
过 O O
脚 O O
面 O O
， O O


raw: 在九江路路口，另一位“黄牛”施先生告诉记者，现在用美元从他手里换人民币的报价是6.61元，
sen pred gold
在 O O
九 B-add B-add
江 I-add I-add
路 I-add I-add
路 I-add I-add
口 O I-add
， O O
另 O O
一 O O
位 O O
[UNK] O O
黄 O O
牛 O O
[UNK] O O
施 O O
先 O O
生 O O
告 O O
诉 O O
记 B-pos B-pos
者 I-pos I-pos
， O O
现 O O
在 O O
用 O O
美 O O
元 O O
从 O O
他 O O
手 O O
里 O O
换 O O
人 O O
民 O O
币 O O
的 O O
报 O O
价 O O
是 O O
6 O O
. O O
